WKT,cat,capacity,origin_rd,origin_pt0
"POINT (153139.345527591271093 5399084.896696730516851)",826,20,1,0
"POINT (153139.345527591271093 5398929.024258832447231)",827,20,1,0
"POINT (153139.345527591271093 5399084.896696730516851)",827,20,1,0
"POINT (153184.950607148784911 5398814.717804374173284)",828,20,1,0
"POINT (153139.345527591271093 5398929.024258832447231)",828,20,1,0
"POINT (169933.416074648004724 5398793.934812653809786)",829,20,1,0
"POINT (169933.416074648004724 5398835.500796093605459)",829,20,1,0
"POINT (156616.732843852165388 5398773.151820934377611)",830,20,1,0
"POINT (156844.758241639763582 5399313.509605647064745)",830,20,1,0
"POINT (156445.713795511459466 5399801.909911059774458)",830,20,1,0
"POINT (167698.767176329507492 5398710.802845775149763)",831,20,1,0
"POINT (166820.869394847250078 5399251.160630487836897)",831,20,1,0
"POINT (156628.134113741543842 5398700.411349915899336)",832,20,1,0
"POINT (156616.732843852165388 5398773.151820934377611)",832,20,1,0
"POINT (167698.767176329507492 5398700.411349915899336)",833,20,1,0
"POINT (167698.767176329507492 5398710.802845775149763)",833,20,1,0
"POINT (167710.168446218885947 5398700.411349915899336)",834,20,1,0
"POINT (167698.767176329507492 5398700.411349915899336)",834,20,1,0
"POINT (167926.792574117105687 5398679.628358195535839)",835,20,1,0
"POINT (167710.168446218885947 5398700.411349915899336)",835,20,1,0
"POINT (167926.792574117105687 5398679.628358195535839)",836,20,1,0
"POINT (168291.63321057727444 5399012.156225711107254)",836,20,1,0
"POINT (169933.416074648004724 5398793.934812653809786)",836,20,1,0
"POINT (169933.416074648004724 5398793.934812653809786)",837,20,1,0
"POINT (171301.568461373593891 5398690.019854055717587)",837,20,1,0
"POINT (155123.166488343384117 5398492.581432718783617)",838,20,1,0
"POINT (154826.733471219486091 5399168.028663609176874)",838,20,1,0
"POINT (155932.656650489370804 5398492.581432718783617)",839,20,1,0
"POINT (155921.255380599963246 5398492.581432718783617)",839,20,1,0
"POINT (155932.656650489370804 5398492.581432718783617)",840,20,1,0
"POINT (156616.732843852165388 5398773.151820934377611)",840,20,1,0
"POINT (155932.656650489370804 5398482.189936858601868)",841,20,1,0
"POINT (155932.656650489370804 5398492.581432718783617)",841,20,1,0
"POINT (157072.783639427361777 5398471.798440998420119)",842,20,1,0
"POINT (157859.471261794562452 5399552.514010423794389)",842,20,1,0
"POINT (167026.092252856091363 5398461.406945139169693)",843,20,1,0
"POINT (166820.869394847250078 5399251.160630487836897)",843,20,1,0
"POINT (155123.166488343384117 5398492.581432718783617)",844,20,1,0
"POINT (155921.255380599963246 5398492.581432718783617)",844,20,1,0
"POINT (167026.092252856091363 5398451.015449278987944)",845,20,1,0
"POINT (167014.690982966712909 5398451.015449278987944)",845,20,1,0
"POINT (167026.092252856091363 5398451.015449278987944)",846,20,1,0
"POINT (167026.092252856091363 5398461.406945139169693)",846,20,1,0
"POINT (167037.493522745469818 5398451.015449278987944)",847,20,1,0
"POINT (167026.092252856091363 5398451.015449278987944)",847,20,1,0
"POINT (167037.493522745469818 5398451.015449278987944)",848,20,1,0
"POINT (167698.767176329507492 5398700.411349915899336)",848,20,1,0
"POINT (167026.092252856091363 5398440.623953418806195)",849,20,1,0
"POINT (167026.092252856091363 5398451.015449278987944)",849,20,1,0
"POINT (163594.310016152710887 5398419.84096169937402)",850,20,1,0
"POINT (163069.85160124124377 5398991.373233991675079)",850,20,1,0
"POINT (163594.310016152710887 5398409.449465839192271)",851,20,1,0
"POINT (163594.310016152710887 5398419.84096169937402)",851,20,1,0
"POINT (163605.711286042089341 5398409.449465839192271)",852,20,1,0
"POINT (163594.310016152710887 5398409.449465839192271)",852,20,1,0
"POINT (164597.621766418160405 5398336.708994820713997)",853,20,1,0
"POINT (163890.743033276579808 5398866.675283673219383)",853,20,1,0
"POINT (164187.176050400477834 5399396.641572525724769)",853,20,1,0
"POINT (164654.628115865052678 5398336.708994820713997)",854,20,1,0
"POINT (164597.621766418160405 5398336.708994820713997)",854,20,1,0
"POINT (163560.106206484575523 5398305.534507241100073)",855,20,1,0
"POINT (163594.310016152710887 5398409.449465839192271)",855,20,1,0
"POINT (157392.019196329987608 5398295.143011380918324)",856,20,1,0
"POINT (157072.783639427361777 5398471.798440998420119)",856,20,1,0
"POINT (162670.807155112939654 5398201.619548642076552)",857,20,1,0
"POINT (161656.094134958111681 5399791.518415200524032)",857,20,1,0
"POINT (162670.807155112939654 5398201.619548642076552)",858,20,1,0
"POINT (163058.450331351865316 5398991.373233991675079)",858,20,1,0
"POINT (166581.442727170273429 5398160.053565203212202)",859,20,1,0
"POINT (165908.7678036968573 5398232.794036221690476)",859,20,1,0
"POINT (166011.37923270126339 5399012.156225711107254)",859,20,1,0
"POINT (166581.442727170273429 5398160.053565203212202)",860,20,1,0
"POINT (167014.690982966712909 5398451.015449278987944)",860,20,1,0
"POINT (154382.083945533668157 5398149.662069343030453)",861,20,1,0
"POINT (153184.950607148784911 5398814.717804374173284)",861,20,1,0
"POINT (154382.083945533668157 5398139.270573483780026)",862,20,1,0
"POINT (154382.083945533668157 5398149.662069343030453)",862,20,1,0
"POINT (154393.485215423046611 5398139.270573483780026)",863,20,1,0
"POINT (154382.083945533668157 5398139.270573483780026)",863,20,1,0
"POINT (164244.182399847370107 5398118.487581763416529)",864,20,1,0
"POINT (163605.711286042089341 5398409.449465839192271)",864,20,1,0
"POINT (164244.182399847370107 5398118.487581763416529)",865,20,1,0
"POINT (164597.621766418160405 5398336.708994820713997)",865,20,1,0
"POINT (161245.64841894042911 5398097.704590043984354)",866,20,1,0
"POINT (160686.98619436082663 5400009.739828256890178)",866,20,1,0
"POINT (161302.654768387321383 5398097.704590043984354)",867,20,1,0
"POINT (161245.64841894042911 5398097.704590043984354)",867,20,1,0
"POINT (164232.781129957991652 5398066.53010246437043)",868,20,1,0
"POINT (164244.182399847370107 5398118.487581763416529)",868,20,1,0
"POINT (158623.356344383035321 5398056.138606604188681)",869,20,1,0
"POINT (157392.019196329987608 5398295.143011380918324)",869,20,1,0
"POINT (158623.356344383035321 5398056.138606604188681)",870,20,1,0
"POINT (158475.139835821086308 5400415.00816679187119)",870,20,1,0
"POINT (156628.134113741543842 5398035.355614884756505)",871,20,1,0
"POINT (155932.656650489370804 5398482.189936858601868)",871,20,1,0
"POINT (156628.134113741543842 5398035.355614884756505)",872,20,1,0
"POINT (157072.783639427361777 5398471.798440998420119)",872,20,1,0
"POINT (162636.60334544480429 5398014.57262316532433)",873,20,1,0
"POINT (162670.807155112939654 5398201.619548642076552)",873,20,1,0
"POINT (154792.529661551350728 5397931.440656286664307)",874,20,1,0
"POINT (154393.485215423046611 5398139.270573483780026)",874,20,1,0
"POINT (154792.529661551350728 5397931.440656286664307)",875,20,1,0
"POINT (155123.166488343384117 5398492.581432718783617)",875,20,1,0
"POINT (169226.537341506424127 5397931.440656286664307)",876,20,1,0
"POINT (167926.792574117105687 5398679.628358195535839)",876,20,1,0
"POINT (169237.938611395802582 5397931.440656286664307)",877,20,1,0
"POINT (169226.537341506424127 5397931.440656286664307)",877,20,1,0
"POINT (169237.938611395802582 5397921.049160426482558)",878,20,1,0
"POINT (169237.938611395802582 5397931.440656286664307)",878,20,1,0
"POINT (162226.157629427121719 5397723.610739089548588)",879,20,1,0
"POINT (161405.266197391756577 5399677.211960742250085)",879,20,1,0
"POINT (162226.157629427121719 5397723.610739089548588)",880,20,1,0
"POINT (162636.60334544480429 5398014.57262316532433)",880,20,1,0
"POINT (170298.256711108144373 5397661.26176393032074)",881,20,1,0
"POINT (169237.938611395802582 5397931.440656286664307)",881,20,1,0
"POINT (153937.434419847850222 5397505.38932603225112)",882,20,1,0
"POINT (154382.083945533668157 5398139.270573483780026)",882,20,1,0
"POINT (151942.212189206358744 5397494.997830172069371)",883,20,1,0
"POINT (150118.009006905573187 5397734.002234948799014)",883,20,1,0
"POINT (156160.682048276968999 5397494.997830172069371)",884,20,1,0
"POINT (156628.134113741543842 5398035.355614884756505)",884,20,1,0
"POINT (152147.435047215200029 5397432.648855012841523)",885,20,1,0
"POINT (153184.950607148784911 5398814.717804374173284)",885,20,1,0
"POINT (166581.442727170273429 5397432.648855012841523)",886,20,1,0
"POINT (166581.442727170273429 5398160.053565203212202)",886,20,1,0
"POINT (162203.35508964836481 5397422.257359153591096)",887,20,1,0
"POINT (162077.941120865172707 5397422.257359153591096)",887,20,1,0
"POINT (162203.35508964836481 5397422.257359153591096)",888,20,1,0
"POINT (162226.157629427121719 5397723.610739089548588)",888,20,1,0
"POINT (163024.246521683700848 5397422.257359153591096)",889,20,1,0
"POINT (162636.60334544480429 5398014.57262316532433)",889,20,1,0
"POINT (156080.873159051290713 5397339.125392274931073)",890,20,1,0
"POINT (154792.529661551350728 5397931.440656286664307)",890,20,1,0
"POINT (156958.770940533548128 5397266.384921255521476)",891,20,1,0
"POINT (157392.019196329987608 5398295.143011380918324)",891,20,1,0
"POINT (170070.231313320546178 5397255.993425395339727)",892,20,1,0
"POINT (169237.938611395802582 5397921.049160426482558)",892,20,1,0
"POINT (167368.130349537503207 5397193.644450237043202)",893,20,1,0
"POINT (167026.092252856091363 5398440.623953418806195)",893,20,1,0
"POINT (162214.756359537743265 5396954.640045460313559)",894,20,1,0
"POINT (162203.35508964836481 5397422.257359153591096)",894,20,1,0
"POINT (158395.330946595437126 5396944.24854960013181)",895,20,1,0
"POINT (158623.356344383035321 5398056.138606604188681)",895,20,1,0
"POINT (161450.871276949270396 5396538.98021106608212)",896,20,1,0
"POINT (161097.431910378509201 5396798.767607562243938)",896,20,1,0
"POINT (161245.64841894042911 5398097.704590043984354)",896,20,1,0
"POINT (160071.317620334302774 5395115.345278265886009)",897,20,1,0
"POINT (160424.756986905063968 5396393.499269028194249)",897,20,1,0
"POINT (160151.126509559951955 5399510.948026983998716)",897,20,1,0
